"account_type","guid","race","class","level","primary_profession_count","primary_professions","secondary_profession_count","secondary_professions","riding_skill"
"RNDBOT","24904","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","24905","3","1","7","0","NULL","0","NULL","NULL"
"RNDBOT","24906","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","24907","7","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","24908","4","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","24909","6","3","6","0","NULL","0","NULL","NULL"
"RNDBOT","24910","1","8","6","0","NULL","0","NULL","NULL"
"RNDBOT","24911","4","3","7","1","Herbalism:1/75","0","NULL","NULL"
"RNDBOT","24912","10","8","7","1","Skinning:1/75","1","First Aid:7/75","NULL"
"RNDBOT","24913","3","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","24914","9","3","5","0","NULL","0","NULL","NULL"
"RNDBOT","24915","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","24916","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","24917","9","1","6","0","NULL","0","NULL","NULL"
"RNDBOT","24918","10","5","6","0","NULL","0","NULL","NULL"
"RNDBOT","24919","4","11","3","0","NULL","0","NULL","NULL"
"RNDBOT","24920","1","2","6","0","NULL","0","NULL","NULL"
"RNDBOT","24921","9","1","7","0","NULL","0","NULL","NULL"
"RNDBOT","24922","3","5","7","0","NULL","0","NULL","NULL"
"RNDBOT","24923","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","24924","10","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","24925","5","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","24926","3","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","24927","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","24928","1","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","24929","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","24930","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","24931","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","24932","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","24933","5","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","24934","2","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","24935","1","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","24936","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","24937","1","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","24938","1","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","24939","2","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","24940","7","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","24941","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","24942","1","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","24943","8","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","24944","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","24945","10","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","24946","1","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","24947","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","24948","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","24949","1","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","24950","3","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","24951","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","24952","8","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","24953","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","24954","6","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","24955","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","24956","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","24957","5","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","24958","1","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","24959","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","24960","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","24961","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","24962","3","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","24963","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","24964","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","24965","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","24966","3","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","24967","1","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","24968","1","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","24969","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","24970","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","24971","7","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","24972","7","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","24973","6","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","24974","6","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","24975","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","24976","10","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","24977","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","24978","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","24979","7","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","24980","5","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","24981","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","24982","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","24983","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","24984","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","24985","4","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","24986","1","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","24987","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","24988","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","24989","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","24990","2","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","24991","10","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","24992","5","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","24993","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","24994","2","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","24995","10","2","9","0","NULL","0","NULL","NULL"
"RNDBOT","24996","10","8","6","1","Blacksmithing:1/75","1","Cooking:1/75","NULL"
"RNDBOT","24997","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","24998","9","8","6","0","NULL","0","NULL","NULL"
"RNDBOT","24999","9","3","5","0","NULL","0","NULL","NULL"
"RNDBOT","25000","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25001","8","3","3","0","NULL","0","NULL","NULL"
"RNDBOT","25002","3","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25003","4","11","3","0","NULL","0","NULL","NULL"
"RNDBOT","25004","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25005","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25006","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25007","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","25008","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25009","3","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25010","8","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","25011","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25012","7","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","25013","5","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25014","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25015","5","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25016","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25017","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25018","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25019","5","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25020","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25021","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","25022","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25023","6","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","25024","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25025","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25026","3","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25027","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25028","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25029","5","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","25030","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25031","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25032","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25033","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25034","4","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25035","1","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25036","8","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","25037","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25038","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25039","1","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25040","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25041","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25042","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","25043","7","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25044","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25045","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25046","10","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25047","3","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25048","1","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25049","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25050","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25051","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25052","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25053","6","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","25054","6","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25055","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25056","1","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25057","3","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25058","2","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","25059","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25060","7","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25061","1","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25062","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25063","1","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","25064","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25065","1","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","25066","4","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25067","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25068","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","25069","7","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25070","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25071","7","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25072","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25073","10","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25074","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25075","2","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25076","2","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25077","1","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25078","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25079","1","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25080","1","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25081","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25082","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25083","6","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25084","5","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25085","5","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","25086","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25087","3","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25088","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25089","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25090","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25091","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","25092","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25093","5","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25094","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25095","1","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25096","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25097","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25098","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25099","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25100","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25101","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25102","4","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25103","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25104","1","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25105","5","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25106","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25107","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25108","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25109","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25110","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25111","3","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25112","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","25113","3","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25114","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25115","1","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25116","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25117","6","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","25118","1","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25119","6","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","25120","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25121","5","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25122","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25123","5","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25124","1","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25125","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","25126","1","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25127","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25128","1","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25129","10","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25130","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25131","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25132","3","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25133","6","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","25134","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25135","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25136","3","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25137","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25138","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25139","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","25140","3","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25141","2","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25142","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25143","6","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25144","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","25145","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25146","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25147","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25148","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25149","7","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25150","2","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25151","8","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25152","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25153","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25154","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","25155","1","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25156","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","25157","3","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25158","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25159","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25160","8","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25161","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25162","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25163","7","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25164","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25165","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25166","5","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25167","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25168","3","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25169","3","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25170","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25171","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25172","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","25173","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25174","4","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25175","7","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25176","5","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","25177","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25178","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25179","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25180","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25181","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25182","6","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","25183","5","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25184","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","25185","4","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25186","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25187","5","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25188","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25189","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25190","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25191","2","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25192","2","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25193","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25194","5","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25195","10","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25196","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25197","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25198","8","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25199","5","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25200","6","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","25201","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","25202","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25203","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25204","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25205","2","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25206","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25207","5","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","25208","4","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25209","1","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25210","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","25211","1","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25212","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25213","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25214","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25215","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25216","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25217","3","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25218","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","25219","1","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25220","5","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25221","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25222","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25223","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25224","8","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25225","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25226","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25227","8","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","25228","1","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25229","7","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25230","1","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25231","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25232","5","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","25233","8","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","25234","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25235","8","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25236","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25237","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25238","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","25239","3","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25240","5","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25241","1","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25242","3","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25243","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25244","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25245","9","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25246","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25247","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25248","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25249","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25250","9","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","25251","6","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","25252","2","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","25253","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25254","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25255","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25256","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25257","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25258","5","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25259","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25260","4","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25261","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","25262","3","2","1","0","NULL","0","NULL","NULL"
"RNDBOT","25263","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25264","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25265","5","8","5","0","NULL","0","NULL","NULL"
"RNDBOT","25266","9","9","5","0","NULL","0","NULL","NULL"
"RNDBOT","25267","2","3","6","0","NULL","0","NULL","NULL"
"RNDBOT","25268","1","9","6","0","NULL","0","NULL","NULL"
"RNDBOT","25269","2","4","6","0","NULL","0","NULL","NULL"
"RNDBOT","25270","4","11","2","0","NULL","0","NULL","NULL"
"RNDBOT","25271","10","4","6","0","NULL","0","NULL","NULL"
"RNDBOT","25272","1","2","2","0","NULL","0","NULL","NULL"
"RNDBOT","25273","10","8","7","0","NULL","0","NULL","NULL"
"RNDBOT","25274","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25275","3","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25276","3","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25277","1","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25278","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25279","3","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25280","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25281","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25282","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25283","9","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25284","10","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25285","10","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25286","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25287","9","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25288","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25289","1","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","25290","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25291","8","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25292","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25293","2","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25294","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25295","2","7","1","0","NULL","0","NULL","NULL"
"RNDBOT","25296","9","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25297","1","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25298","4","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25299","10","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25300","3","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25301","4","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","25302","10","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25303","8","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25304","10","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25305","6","11","1","0","NULL","0","NULL","NULL"
"RNDBOT","25306","3","3","1","0","NULL","0","NULL","NULL"
"RNDBOT","25307","2","9","1","0","NULL","0","NULL","NULL"
"RNDBOT","25308","7","1","1","0","NULL","0","NULL","NULL"
"RNDBOT","25309","5","4","1","0","NULL","0","NULL","NULL"
"RNDBOT","25310","5","8","1","0","NULL","0","NULL","NULL"
"RNDBOT","25311","8","5","1","0","NULL","0","NULL","NULL"
"RNDBOT","25312","8","4","1","0","NULL","0","NULL","NULL"
